Digit,Code,よみ
5,12003,いちはら
5,12004,いんば
5,12005,かいじょ
5,12006,かとり
5,12007,きみつ
5,12008,さmぶ
5,12009,そさ
5,12010,ちば
5,12011,ちょせい
5,12012,ひがしかつしか
5,13001,いるま
5,13002,おさと
5,13003,きたあだち
5,13004,きたかつしか
5,13005,きたさいたま
5,13006,こだま
5,13007,ちちぶ
5,13008,ひき
5,13009,みなみさいたま
5,14001,いなしき
5,14002,かしま
5,14003,きたそま
5,14004,くじ
5,14005,さしま
5,14006,たが
5,14007,つくば
5,14008,なか
5,14009,なめがた
5,14010,にいはり
5,14011,にしいばらき
5,14012,ひがしいばらき
5,14013,まかべ
5,14014,ゆき
5,15001,あしかが
5,15002,あそ
5,15003,かみつが
5,15004,かわち
5,15005,しおや
5,15006,しもつが
5,15007,なす
5,15008,はが
5,16001,あがつま
5,16002,うすい
5,16003,おら
5,16004,かんら
5,16005,きたぐっま
5,16006,ぐっま
5,16007,さわ
5,16008,せた
5,16009,たの
5,16010,とね
5,16011,にった
5,16012,やまだ
5,17001,きたこま
5,17002,きたつる
5,17003,なかこま
5,17004,にしやつしろ
5,17005,ひがしやつしろ
5,17006,ひがしやまなし
5,17007,みなみこま
5,17008,みなみつる
5,18001,あべ
5,18002,いなさ
5,18003,いはら
5,18004,いわた
5,18005,おがさ
5,18006,かも
5,18007,しだ
5,18008,しゅち
5,18009,すんと
5,18010,たがた
5,18011,はいばら
5,18012,はまな
5,18013,ふじ
5,19001,あんぱち
5,19002,いなば
5,19003,いび
5,19004,えな
5,19005,おの
5,19006,かいず
5,19007,かに
5,19008,かも
5,19009,ぐじょ
5,19010,とき
5,19011,はしま
5,19012,ふわ
5,19013,ました
5,19014,むぎ
5,19015,もとす
5,19016,やまがた
5,19017,よろ
5,19018,よしき
5,20001,あいち
5,20002,あつみ
5,20003,あま
5,20004,きたしたら
5,20005,ちた
5,20006,なかしま
5,20007,にしかすがい
5,20008,にしかも
5,20009,にわ
5,20010,ぬかた
5,20011,はぐり
5,20012,はず
5,20013,ひがしかすがい
5,20014,ひがしかも
5,20015,へきかい
5,20016,ほい
5,20017,みなみしたら
5,20018,やな
5,21001,あげ
5,21002,あの
5,21003,あやま
5,21004,いいなん
5,21005,いちし
5,21006,いなべ
5,21007,かわげ
5,21008,きたむろ
5,21009,くわな
5,21010,しま
5,21011,すずか
5,21012,たき
5,21013,なが
5,21014,みえ
5,21015,みなみむろ
5,21016,わたらい
5,22001,あまだ
5,22002,いかるが
5,22003,おとくに
5,22004,かさ
5,22005,きたくわだ
5,22006,くせ
5,22007,くまの
5,22008,そらく
5,22009,たけの
5,22010,つずき
5,22011,なか
5,22012,ふない
5,22013,みなみくわだ
5,22014,よざ
5,23001,いか
5,23002,いぬかみ
5,23003,えち
5,23004,がもう
5,23005,かんざき
5,23006,くりた
5,23007,こか
5,23008,さかた
5,23009,しが
5,23010,たかしま
5,23011,ひがしあざい
5,23012,やす
5,24001,いこま
5,24002,うだ
5,24003,うち
5,24004,きたかつらぎ
5,24005,しき
5,24006,そえかみ
5,24007,たかいち
5,24008,みなみかつらぎ
5,24009,やまべ
5,24010,よしの
5,25001,きたかわち
5,25002,せんあん
5,25003,せんぼく
5,25004,とよの
5,25005,なかかわち
5,25006,みしま
5,25007,みなみかわち
5,26001,ありだ
5,26002,いと
5,26003,かいそ
5,26004,なが
5,26005,にしむろ
5,26006,ひがしむろ
5,26007,ひだか
5,27001,あこう
5,27002,あさご
5,27003,ありま
5,27004,いずし
5,27005,いぼ
5,27006,いんあみ
5,27007,かこ
5,27008,かさい
5,27009,かと
5,27010,かわべ
5,27011,かんざき
5,27012,きのさき
5,27013,さよ
5,27014,しかま
5,27015,しそ
5,27016,たか
5,27017,たき
5,27018,つな
5,27019,ひかみ
5,27020,みかた
5,27021,みの
5,27022,みはら
5,27023,むこ
5,27024,やぶ
5,28001,いみず
5,28002,かみにいかわ
5,28003,しもにいかわ
5,28004,なかにいかわ
5,28005,にしとなみ
5,28006,ねい
5,28007,ひみ
5,28008,ひがしとなみ
5,29001,あすわ
5,29002,いまだて
5,29003,おい
5,29004,おの
5,29005,おにゅ
5,29006,さかい
5,29007,つるが
5,29008,なんじょ
5,29009,にゅう
5,29010,みかた
5,29011,よしだ
5,29012,みかたかみなか
5,30001,いしかわ
5,30002,えぬま
5,30003,かしま
5,30004,かほく
5,30005,すず
5,30006,のみ
5,30007,はくい
5,30008,ふげし
5,30009,ほうす
5,31001,あいだ
5,31002,あかいわ
5,31003,あさくち
5,31004,あてつ
5,31005,おく
5,31006,おだ
5,31007,かつた
5,31008,かわかみ
5,31009,きび
5,31010,くめ
5,31011,こじま
5,31012,しつき
5,31013,じょど
5,31014,じょぼ
5,31015,つくぼ
5,31016,とまた
5,31017,まにわ
5,31018,みつ
5,31019,わけ
5,31020,かが
5,32001,あの
5,32002,あま
5,32003,いいし
5,32004,おち
5,32005,おはら
5,32006,おき
5,32007,おち
5,32008,かのあし
5,32009,すき
5,32010,ちぶ
5,32011,なか
5,32012,にた
5,32013,にま
5,32014,のぎ
5,32015,ひかわ
5,32016,みの
5,32017,やつか
5,33001,あさ
5,33002,あぶ
5,33003,おしま
5,33004,おつ
5,33005,くが
5,33006,くまげ
5,33007,さば
5,33008,つの
5,33009,とようら
5,33010,みね
5,33011,よしき
5,34001,いわみ
5,34002,けたか
5,34003,さいはく
5,34004,とはく
5,34005,ひの
5,34006,やず
5,35001,あき
5,35002,あさ
5,35003,あしな
5,35004,かも
5,35005,こぬ
5,35006,さえき
5,35007,じんせき
5,35008,せら
5,35009,たかた
5,35010,とよた
5,35011,ぬまくま
5,35012,ひば
5,35013,ふかやす
5,35014,ふたみ
5,35015,みつぎ
5,35016,やまがた
5,36001,あやうた
5,36002,おかわ
5,36003,かがわ
5,36004,きた
5,36005,しょず
5,36006,なかたど
5,36007,みとよ
5,37001,あわ
5,37002,いたの
5,37003,おえ
5,37004,かいふ
5,37005,かつうら
5,37006,なか
5,37007,みょざい
5,37008,みょど
5,37009,みま
5,37010,みよし
5,38001,いよ
5,38002,うま
5,38003,おち
5,38004,おんせん
5,38005,かみうけな
5,38006,きた
5,38007,きたうわ
5,38008,しゅそ
5,38009,にい
5,38010,にしうわ
5,38011,ひがしうわ
5,38012,みなみうわ
5,39001,あがわ
5,39002,あき
5,39003,かみ
5,39004,たかおか
5,39005,とさ
5,39006,ながおか
5,39007,はた
5,40001,あさくら
5,40002,いとしま
5,40003,うきは
5,40004,おんが
5,40005,かすや
5,40006,かほ
5,40007,くらて
5,40008,さわら
5,40009,たがわ
5,40010,ちくし
5,40011,ちくじょ
5,40012,みい
5,40013,みいけ
5,40014,みずま
5,40015,みやこ
5,40016,むなかた
5,40017,やまと
5,40018,やめ
5,41001,おぎ
5,41002,かんざき
5,41003,きしま
5,41004,さが
5,41005,にしまつうら
5,41006,ひがしまつうら
5,41007,ふじつ
5,41008,みやき
5,42001,いき
5,42002,かみあがた
5,42003,きたたかき
5,42004,きたまつうら
5,42005,しもあがた
5,42006,にしそのぎ
5,42007,ひがしそのぎ
5,42008,みなみたかき
5,42009,みなみまつうら
5,43001,あしきた
5,43002,あそ
5,43003,あまくさ
5,43004,うと
5,43005,かみましき
5,43006,かもと
5,43007,きくち
5,43008,くま
5,43009,しもましき
5,43010,たまな
5,43011,ほたく
5,43012,やつしろ
5,44001,うさ
5,44002,おいた
5,44003,おの
5,44004,きたあまべ
5,44005,くす
5,44006,しもげ
5,44007,なおいり
5,44008,にしくにさき
5,44009,はやみ
5,44010,ひがしくにさき
5,44011,ひた
5,44012,みなみあまべ
5,45001,きたもろかた
5,45002,こゆ
5,45003,にしうすき
5,45004,にしもろかた
5,45005,ひがしうすき
5,45006,ひがしもろかた
5,45007,みなみなか
5,45008,みやざき
5,46001,あいら
5,46002,いさ
5,46003,いずみ
5,46004,いぶすき
5,46005,おしま
5,46006,かごしま
5,46007,かわなべ
5,46008,きもつき
5,46009,くまげ
5,46010,さつま
5,46011,そお
5,46012,ひおき
5,47001,くにがみ
5,47002,しまじり
5,47003,なかがみ
5,47004,みやこ
5,47005,やえやま
